id,date,region,transportation_type,value
2574,2020-04-11,Vancouver,driving,47.55
2575,2020-04-12,Vancouver,driving,38.48
2576,2020-04-13,Vancouver,driving,45.2
2577,2020-01-13,Vancouver,transit,100.0
2578,2020-01-14,Vancouver,transit,93.81
2579,2020-01-15,Vancouver,transit,86.78
2580,2020-01-16,Vancouver,transit,96.86
2581,2020-01-17,Vancouver,transit,104.61
2582,2020-01-18,Vancouver,transit,96.55
2583,2020-01-19,Vancouver,transit,78.93
2584,2020-01-20,Vancouver,transit,95.33
2585,2020-01-21,Vancouver,transit,94.0
2586,2020-01-22,Vancouver,transit,93.68
2587,2020-01-23,Vancouver,transit,94.77
2588,2020-01-24,Vancouver,transit,104.87
2589,2020-01-25,Vancouver,transit,95.56
2590,2020-01-26,Vancouver,transit,79.43
2591,2020-01-27,Vancouver,transit,86.83
2592,2020-01-28,Vancouver,transit,83.96
2593,2020-01-29,Vancouver,transit,82.32
2594,2020-01-30,Vancouver,transit,84.49
2595,2020-01-31,Vancouver,transit,93.45
2596,2020-02-01,Vancouver,transit,96.45
2597,2020-02-02,Vancouver,transit,77.48
2598,2020-02-03,Vancouver,transit,84.74
2599,2020-02-04,Vancouver,transit,81.85
2600,2020-02-05,Vancouver,transit,86.19
2601,2020-02-06,Vancouver,transit,88.88
2602,2020-02-07,Vancouver,transit,100.0
2603,2020-02-08,Vancouver,transit,101.81
2604,2020-02-09,Vancouver,transit,82.57
2605,2020-02-10,Vancouver,transit,86.51
2606,2020-02-11,Vancouver,transit,87.62
2607,2020-02-12,Vancouver,transit,87.71
2608,2020-02-13,Vancouver,transit,92.11
2609,2020-02-14,Vancouver,transit,114.54
2610,2020-02-15,Vancouver,transit,98.97
2611,2020-02-16,Vancouver,transit,89.15
2612,2020-02-17,Vancouver,transit,87.66
2613,2020-02-18,Vancouver,transit,96.72
2614,2020-02-19,Vancouver,transit,98.09
2615,2020-02-20,Vancouver,transit,96.7
2616,2020-02-21,Vancouver,transit,106.04
2617,2020-02-22,Vancouver,transit,99.21
2618,2020-02-23,Vancouver,transit,79.62
2619,2020-02-24,Vancouver,transit,86.78
2620,2020-02-25,Vancouver,transit,84.92
2621,2020-02-26,Vancouver,transit,86.25
2622,2020-02-27,Vancouver,transit,88.43
2623,2020-02-28,Vancouver,transit,100.88
2624,2020-02-29,Vancouver,transit,106.99
2625,2020-03-01,Vancouver,transit,81.56
2626,2020-03-02,Vancouver,transit,85.44
2627,2020-03-03,Vancouver,transit,86.57
2628,2020-03-04,Vancouver,transit,91.62
2629,2020-03-05,Vancouver,transit,87.07
2630,2020-03-06,Vancouver,transit,103.19
2631,2020-03-07,Vancouver,transit,95.74
2632,2020-03-08,Vancouver,transit,82.27
2633,2020-03-09,Vancouver,transit,81.5
2634,2020-03-10,Vancouver,transit,79.71
2635,2020-03-11,Vancouver,transit,80.43
2636,2020-03-12,Vancouver,transit,75.31
2637,2020-03-13,Vancouver,transit,75.87
2638,2020-03-14,Vancouver,transit,71.08
2639,2020-03-15,Vancouver,transit,58.19
2640,2020-03-16,Vancouver,transit,53.46
2641,2020-03-17,Vancouver,transit,42.71
2642,2020-03-18,Vancouver,transit,36.94
2643,2020-03-19,Vancouver,transit,32.15
2644,2020-03-20,Vancouver,transit,31.19
2645,2020-03-21,Vancouver,transit,27.75
2646,2020-03-22,Vancouver,transit,20.9
2647,2020-03-23,Vancouver,transit,21.91
2648,2020-03-24,Vancouver,transit,20.02
2649,2020-03-25,Vancouver,transit,20.58
2650,2020-03-26,Vancouver,transit,19.06
2651,2020-03-27,Vancouver,transit,18.77
2652,2020-03-28,Vancouver,transit,18.3
2653,2020-03-29,Vancouver,transit,18.01
2654,2020-03-30,Vancouver,transit,20.01
2655,2020-03-31,Vancouver,transit,20.35
2656,2020-04-01,Vancouver,transit,19.36
2657,2020-04-02,Vancouver,transit,18.65
2658,2020-04-03,Vancouver,transit,19.44
2659,2020-04-04,Vancouver,transit,18.04
2660,2020-04-05,Vancouver,transit,17.69
2661,2020-04-06,Vancouver,transit,20.94
2662,2020-04-07,Vancouver,transit,19.59
2663,2020-04-08,Vancouver,transit,20.15
2664,2020-04-09,Vancouver,transit,19.31
2665,2020-04-10,Vancouver,transit,19.51
2666,2020-04-11,Vancouver,transit,18.63
2667,2020-04-12,Vancouver,transit,17.18
2668,2020-04-13,Vancouver,transit,19.21
2669,2020-01-13,Vancouver,walking,100.0
2670,2020-01-14,Vancouver,walking,105.24
2671,2020-01-15,Vancouver,walking,91.04
2672,2020-01-16,Vancouver,walking,111.66
2673,2020-01-17,Vancouver,walking,139.11
2674,2020-01-18,Vancouver,walking,144.62
2675,2020-01-19,Vancouver,walking,111.74
2676,2020-01-20,Vancouver,walking,127.23
2677,2020-01-21,Vancouver,walking,123.44
2678,2020-01-22,Vancouver,walking,124.74
2679,2020-01-23,Vancouver,walking,126.53
2680,2020-01-24,Vancouver,walking,151.17
2681,2020-01-25,Vancouver,walking,155.88
2682,2020-01-26,Vancouver,walking,115.95
2683,2020-01-27,Vancouver,walking,122.67
2684,2020-01-28,Vancouver,walking,119.75
2685,2020-01-29,Vancouver,walking,113.42
2686,2020-01-30,Vancouver,walking,122.02
2687,2020-01-31,Vancouver,walking,134.76
2688,2020-02-01,Vancouver,walking,152.83
2689,2020-02-02,Vancouver,walking,106.51
2690,2020-02-03,Vancouver,walking,113.92
2691,2020-02-04,Vancouver,walking,99.42
2692,2020-02-05,Vancouver,walking,115.89
2693,2020-02-06,Vancouver,walking,126.94
2694,2020-02-07,Vancouver,walking,152.35
2695,2020-02-08,Vancouver,walking,179.32
2696,2020-02-09,Vancouver,walking,122.22
2697,2020-02-10,Vancouver,walking,124.2
2698,2020-02-11,Vancouver,walking,125.66
2699,2020-02-12,Vancouver,walking,129.05
2700,2020-02-13,Vancouver,walking,133.32
2701,2020-02-14,Vancouver,walking,191.7
2702,2020-02-15,Vancouver,walking,173.07
2703,2020-02-16,Vancouver,walking,157.44
2704,2020-02-17,Vancouver,walking,123.35
2705,2020-02-18,Vancouver,walking,137.17
2706,2020-02-19,Vancouver,walking,145.23
2707,2020-02-20,Vancouver,walking,151.22
2708,2020-02-21,Vancouver,walking,177.14
2709,2020-02-22,Vancouver,walking,179.83
2710,2020-02-23,Vancouver,walking,116.49
2711,2020-02-24,Vancouver,walking,120.73
2712,2020-02-25,Vancouver,walking,120.24
2713,2020-02-26,Vancouver,walking,127.04
2714,2020-02-27,Vancouver,walking,126.08
2715,2020-02-28,Vancouver,walking,151.37
2716,2020-02-29,Vancouver,walking,180.47
2717,2020-03-01,Vancouver,walking,118.62
2718,2020-03-02,Vancouver,walking,108.45
2719,2020-03-03,Vancouver,walking,118.08
2720,2020-03-04,Vancouver,walking,143.1
2721,2020-03-05,Vancouver,walking,134.11
2722,2020-03-06,Vancouver,walking,177.98
2723,2020-03-07,Vancouver,walking,173.67
2724,2020-03-08,Vancouver,walking,131.97
2725,2020-03-09,Vancouver,walking,116.52
2726,2020-03-10,Vancouver,walking,108.03
2727,2020-03-11,Vancouver,walking,116.99
2728,2020-03-12,Vancouver,walking,110.71
2729,2020-03-13,Vancouver,walking,113.34
2730,2020-03-14,Vancouver,walking,110.6
2731,2020-03-15,Vancouver,walking,87.1
2732,2020-03-16,Vancouver,walking,84.16
2733,2020-03-17,Vancouver,walking,74.36
2734,2020-03-18,Vancouver,walking,69.33
2735,2020-03-19,Vancouver,walking,64.05
2736,2020-03-20,Vancouver,walking,65.27
2737,2020-03-21,Vancouver,walking,58.78
2738,2020-03-22,Vancouver,walking,39.58
2739,2020-03-23,Vancouver,walking,42.74
2740,2020-03-24,Vancouver,walking,43.91
2741,2020-03-25,Vancouver,walking,46.99
2742,2020-03-26,Vancouver,walking,37.93
2743,2020-03-27,Vancouver,walking,40.52
2744,2020-03-28,Vancouver,walking,33.47
2745,2020-03-29,Vancouver,walking,40.69
2746,2020-03-30,Vancouver,walking,39.58
2747,2020-03-31,Vancouver,walking,45.06
2748,2020-04-01,Vancouver,walking,44.05
2749,2020-04-02,Vancouver,walking,41.46
2750,2020-04-03,Vancouver,walking,46.34
2751,2020-04-04,Vancouver,walking,42.52
2752,2020-04-05,Vancouver,walking,39.18
2753,2020-04-06,Vancouver,walking,48.19
2754,2020-04-07,Vancouver,walking,48.61
2755,2020-04-08,Vancouver,walking,51.68
2756,2020-04-09,Vancouver,walking,54.31
2757,2020-04-10,Vancouver,walking,50.27
2758,2020-04-11,Vancouver,walking,51.57
2759,2020-04-12,Vancouver,walking,43.02
2760,2020-04-13,Vancouver,walking,49.47
2791,2020-01-13,Calgary,driving,100.0
2792,2020-01-14,Calgary,driving,101.94
2793,2020-01-15,Calgary,driving,100.5
2794,2020-01-16,Calgary,driving,103.28
2795,2020-01-17,Calgary,driving,113.39
2796,2020-01-18,Calgary,driving,107.23
2797,2020-01-19,Calgary,driving,80.72
2798,2020-01-20,Calgary,driving,100.75
2799,2020-01-21,Calgary,driving,104.51
2800,2020-01-22,Calgary,driving,106.57
2801,2020-01-23,Calgary,driving,107.43
2802,2020-01-24,Calgary,driving,122.12
2803,2020-01-25,Calgary,driving,114.36
2804,2020-01-26,Calgary,driving,79.77
2805,2020-01-27,Calgary,driving,96.35
2806,2020-01-28,Calgary,driving,102.95
2807,2020-01-29,Calgary,driving,103.61
2808,2020-01-30,Calgary,driving,107.49
2809,2020-01-31,Calgary,driving,126.67
2810,2020-02-01,Calgary,driving,111.52
2811,2020-02-02,Calgary,driving,80.58
2812,2020-02-03,Calgary,driving,96.04
2813,2020-02-04,Calgary,driving,102.19
2814,2020-02-05,Calgary,driving,100.27
2815,2020-02-06,Calgary,driving,105.3
2816,2020-02-07,Calgary,driving,119.49
2817,2020-02-08,Calgary,driving,112.8
2818,2020-02-09,Calgary,driving,82.88
2819,2020-02-10,Calgary,driving,97.51
2820,2020-02-11,Calgary,driving,101.44
2821,2020-02-12,Calgary,driving,103.78
2822,2020-02-13,Calgary,driving,111.16
2823,2020-02-14,Calgary,driving,130.28
2824,2020-02-15,Calgary,driving,113.75
2825,2020-02-16,Calgary,driving,90.53
2826,2020-02-17,Calgary,driving,78.39
2827,2020-02-18,Calgary,driving,110.56
2828,2020-02-19,Calgary,driving,109.84
2829,2020-02-20,Calgary,driving,115.46
2830,2020-02-21,Calgary,driving,128.74
2831,2020-02-22,Calgary,driving,124.68
2832,2020-02-23,Calgary,driving,87.66
2833,2020-02-24,Calgary,driving,97.58
2834,2020-02-25,Calgary,driving,103.07
2835,2020-02-26,Calgary,driving,103.35
2836,2020-02-27,Calgary,driving,108.2
2837,2020-02-28,Calgary,driving,124.83
2838,2020-02-29,Calgary,driving,119.33
2839,2020-03-01,Calgary,driving,86.58
2840,2020-03-02,Calgary,driving,97.43
2841,2020-03-03,Calgary,driving,103.94
2842,2020-03-04,Calgary,driving,106.58
2843,2020-03-05,Calgary,driving,106.94
2844,2020-03-06,Calgary,driving,122.52
2845,2020-03-07,Calgary,driving,107.91
2846,2020-03-08,Calgary,driving,80.53
2847,2020-03-09,Calgary,driving,93.64
2848,2020-03-10,Calgary,driving,97.91
2849,2020-03-11,Calgary,driving,98.59
2850,2020-03-12,Calgary,driving,93.08
2851,2020-03-13,Calgary,driving,89.7
2852,2020-03-14,Calgary,driving,68.69
2853,2020-03-15,Calgary,driving,53.52
2854,2020-03-16,Calgary,driving,62.22
2855,2020-03-17,Calgary,driving,59.51
2856,2020-03-18,Calgary,driving,55.21
2857,2020-03-19,Calgary,driving,53.61
2858,2020-03-20,Calgary,driving,59.14
2859,2020-03-21,Calgary,driving,47.86
2860,2020-03-22,Calgary,driving,38.06
2861,2020-03-23,Calgary,driving,48.55
2862,2020-03-24,Calgary,driving,44.86
2863,2020-03-25,Calgary,driving,46.83
2864,2020-03-26,Calgary,driving,47.52
2865,2020-03-27,Calgary,driving,54.27
2866,2020-03-28,Calgary,driving,42.59
2867,2020-03-29,Calgary,driving,36.5
2868,2020-03-30,Calgary,driving,43.26
2869,2020-03-31,Calgary,driving,44.48
2870,2020-04-01,Calgary,driving,45.8
2871,2020-04-02,Calgary,driving,46.14
2872,2020-04-03,Calgary,driving,51.63
2873,2020-04-04,Calgary,driving,45.39
2874,2020-04-05,Calgary,driving,34.11
2875,2020-04-06,Calgary,driving,47.34
2876,2020-04-07,Calgary,driving,46.7
2877,2020-04-08,Calgary,driving,50.93
2878,2020-04-09,Calgary,driving,62.27
2879,2020-04-10,Calgary,driving,46.72
2880,2020-04-11,Calgary,driving,45.34
2881,2020-04-12,Calgary,driving,35.26
2882,2020-04-13,Calgary,driving,47.4
2883,2020-01-13,Calgary,transit,100.0
2884,2020-01-14,Calgary,transit,97.6
2885,2020-01-15,Calgary,transit,92.02
2886,2020-01-16,Calgary,transit,96.35
2887,2020-01-17,Calgary,transit,97.68
2888,2020-01-18,Calgary,transit,81.31
2889,2020-01-19,Calgary,transit,78.28
2890,2020-01-20,Calgary,transit,117.22
2891,2020-01-21,Calgary,transit,119.2
2892,2020-01-22,Calgary,transit,115.49
2893,2020-01-23,Calgary,transit,111.5
2894,2020-01-24,Calgary,transit,113.99
2895,2020-01-25,Calgary,transit,95.42
2896,2020-01-26,Calgary,transit,73.49
2897,2020-01-27,Calgary,transit,106.79
2898,2020-01-28,Calgary,transit,112.78
2899,2020-01-29,Calgary,transit,116.83
2900,2020-01-30,Calgary,transit,117.45
2901,2020-01-31,Calgary,transit,119.8
2902,2020-02-01,Calgary,transit,95.66
2903,2020-02-02,Calgary,transit,78.56
2904,2020-02-03,Calgary,transit,105.57
2905,2020-02-04,Calgary,transit,108.22
2906,2020-02-05,Calgary,transit,106.07
2907,2020-02-06,Calgary,transit,112.65
2908,2020-02-07,Calgary,transit,116.43
2909,2020-02-08,Calgary,transit,92.12
2910,2020-02-09,Calgary,transit,73.82
2911,2020-02-10,Calgary,transit,106.64
2912,2020-02-11,Calgary,transit,105.83
2913,2020-02-12,Calgary,transit,110.22
2914,2020-02-13,Calgary,transit,123.36
2915,2020-02-14,Calgary,transit,120.03
2916,2020-02-15,Calgary,transit,97.0
2917,2020-02-16,Calgary,transit,75.69
2918,2020-02-17,Calgary,transit,82.91
2919,2020-02-18,Calgary,transit,107.73
2920,2020-02-19,Calgary,transit,111.31
2921,2020-02-20,Calgary,transit,117.94
2922,2020-02-21,Calgary,transit,126.11
2923,2020-02-22,Calgary,transit,99.8
2924,2020-02-23,Calgary,transit,76.61
2925,2020-02-24,Calgary,transit,107.37
2926,2020-02-25,Calgary,transit,108.4
2927,2020-02-26,Calgary,transit,104.76
2928,2020-02-27,Calgary,transit,107.69
2929,2020-02-28,Calgary,transit,123.13
2930,2020-02-29,Calgary,transit,98.49
2931,2020-03-01,Calgary,transit,75.81
2932,2020-03-02,Calgary,transit,103.99
2933,2020-03-03,Calgary,transit,109.33
2934,2020-03-04,Calgary,transit,112.41
2935,2020-03-05,Calgary,transit,108.98
2936,2020-03-06,Calgary,transit,122.71
2937,2020-03-07,Calgary,transit,90.08
2938,2020-03-08,Calgary,transit,77.0
2939,2020-03-09,Calgary,transit,100.97
2940,2020-03-10,Calgary,transit,102.98
2941,2020-03-11,Calgary,transit,102.18
2942,2020-03-12,Calgary,transit,89.22
2943,2020-03-13,Calgary,transit,77.11
2944,2020-03-14,Calgary,transit,55.83
2945,2020-03-15,Calgary,transit,46.26
2946,2020-03-16,Calgary,transit,48.87
2947,2020-03-17,Calgary,transit,40.63
2948,2020-03-18,Calgary,transit,35.71
2949,2020-03-19,Calgary,transit,32.34
2950,2020-03-20,Calgary,transit,32.91
2951,2020-03-21,Calgary,transit,26.55
2952,2020-03-22,Calgary,transit,24.18
2953,2020-03-23,Calgary,transit,26.34
2954,2020-03-24,Calgary,transit,23.38
2955,2020-03-25,Calgary,transit,25.01
2956,2020-03-26,Calgary,transit,21.55
2957,2020-03-27,Calgary,transit,23.64
2958,2020-03-28,Calgary,transit,18.69
2959,2020-03-29,Calgary,transit,18.82
2960,2020-03-30,Calgary,transit,23.66
2961,2020-03-31,Calgary,transit,21.42
2962,2020-04-01,Calgary,transit,21.63
2963,2020-04-02,Calgary,transit,20.44
2964,2020-04-03,Calgary,transit,19.33
2965,2020-04-04,Calgary,transit,20.18
2966,2020-04-05,Calgary,transit,17.31
2967,2020-04-06,Calgary,transit,23.36
2968,2020-04-07,Calgary,transit,20.8
2969,2020-04-08,Calgary,transit,23.75
2970,2020-04-09,Calgary,transit,22.76
2971,2020-04-10,Calgary,transit,18.18
2972,2020-04-11,Calgary,transit,18.66
2973,2020-04-12,Calgary,transit,16.84
2974,2020-04-13,Calgary,transit,20.23
2975,2020-01-13,Calgary,walking,100.0
2976,2020-01-14,Calgary,walking,109.75
2977,2020-01-15,Calgary,walking,107.73
2978,2020-01-16,Calgary,walking,110.55
2979,2020-01-17,Calgary,walking,129.2
2980,2020-01-18,Calgary,walking,127.33
2981,2020-01-19,Calgary,walking,96.13
2982,2020-01-20,Calgary,walking,125.53
2983,2020-01-21,Calgary,walking,146.35
2984,2020-01-22,Calgary,walking,150.62
2985,2020-01-23,Calgary,walking,143.29
2986,2020-01-24,Calgary,walking,169.23
2987,2020-01-25,Calgary,walking,159.13
2988,2020-01-26,Calgary,walking,112.5
2989,2020-01-27,Calgary,walking,123.78
2990,2020-01-28,Calgary,walking,143.63
2991,2020-01-29,Calgary,walking,132.22
2992,2020-01-30,Calgary,walking,146.1
2993,2020-01-31,Calgary,walking,165.58
2994,2020-02-01,Calgary,walking,153.92
2995,2020-02-02,Calgary,walking,100.42
2996,2020-02-03,Calgary,walking,109.81
2997,2020-02-04,Calgary,walking,123.85
2998,2020-02-05,Calgary,walking,124.26
2999,2020-02-06,Calgary,walking,139.52
3000,2020-02-07,Calgary,walking,162.08
3001,2020-02-08,Calgary,walking,144.84
3002,2020-02-09,Calgary,walking,97.82
3003,2020-02-10,Calgary,walking,120.02
3004,2020-02-11,Calgary,walking,133.71
3005,2020-02-12,Calgary,walking,124.11
3006,2020-02-13,Calgary,walking,168.41
3007,2020-02-14,Calgary,walking,200.65
3008,2020-02-15,Calgary,walking,170.43
3009,2020-02-16,Calgary,walking,132.92
3010,2020-02-17,Calgary,walking,91.18
3011,2020-02-18,Calgary,walking,136.93
3012,2020-02-19,Calgary,walking,141.26
3013,2020-02-20,Calgary,walking,173.46
3014,2020-02-21,Calgary,walking,184.29
3015,2020-02-22,Calgary,walking,168.36
3016,2020-02-23,Calgary,walking,104.94
3017,2020-02-24,Calgary,walking,120.58
3018,2020-02-25,Calgary,walking,130.4
3019,2020-02-26,Calgary,walking,136.43
3020,2020-02-27,Calgary,walking,139.76
3021,2020-02-28,Calgary,walking,173.68
3022,2020-02-29,Calgary,walking,158.82
3023,2020-03-01,Calgary,walking,113.31
3024,2020-03-02,Calgary,walking,132.42
3025,2020-03-03,Calgary,walking,137.45
3026,2020-03-04,Calgary,walking,135.88
3027,2020-03-05,Calgary,walking,141.7
3028,2020-03-06,Calgary,walking,172.71
3029,2020-03-07,Calgary,walking,139.88
3030,2020-03-08,Calgary,walking,103.73
3031,2020-03-09,Calgary,walking,125.45
3032,2020-03-10,Calgary,walking,127.38
3033,2020-03-11,Calgary,walking,125.51
3034,2020-03-12,Calgary,walking,116.37
3035,2020-03-13,Calgary,walking,101.87
3036,2020-03-14,Calgary,walking,88.01
3037,2020-03-15,Calgary,walking,69.29
3038,2020-03-16,Calgary,walking,86.9
3039,2020-03-17,Calgary,walking,76.85
3040,2020-03-18,Calgary,walking,65.53
3041,2020-03-19,Calgary,walking,67.41
3042,2020-03-20,Calgary,walking,77.1
3043,2020-03-21,Calgary,walking,69.18
3044,2020-03-22,Calgary,walking,65.11
3045,2020-03-23,Calgary,walking,70.03
3046,2020-03-24,Calgary,walking,64.09
3047,2020-03-25,Calgary,walking,67.38
3048,2020-03-26,Calgary,walking,67.45
3049,2020-03-27,Calgary,walking,73.4
3050,2020-03-28,Calgary,walking,57.78
3051,2020-03-29,Calgary,walking,61.3
3052,2020-03-30,Calgary,walking,53.1
3053,2020-03-31,Calgary,walking,57.62
3054,2020-04-01,Calgary,walking,58.84
3055,2020-04-02,Calgary,walking,56.95
3056,2020-04-03,Calgary,walking,58.01
3057,2020-04-04,Calgary,walking,65.21
3058,2020-04-05,Calgary,walking,49.31
3059,2020-04-06,Calgary,walking,72.66
3060,2020-04-07,Calgary,walking,65.47
3061,2020-04-08,Calgary,walking,73.93
3062,2020-04-09,Calgary,walking,88.37
3063,2020-04-10,Calgary,walking,61.7
3064,2020-04-11,Calgary,walking,63.29
3065,2020-04-12,Calgary,walking,50.48
3066,2020-04-13,Calgary,walking,63.78
3067,2020-01-13,Edmonton,driving,100.0
3068,2020-01-14,Edmonton,driving,102.98
3069,2020-01-15,Edmonton,driving,104.72
3070,2020-01-16,Edmonton,driving,111.86
3071,2020-01-17,Edmonton,driving,129.58
3072,2020-01-18,Edmonton,driving,120.51
3073,2020-01-19,Edmonton,driving,85.96
3074,2020-01-20,Edmonton,driving,108.93
3075,2020-01-21,Edmonton,driving,113.75
3076,2020-01-22,Edmonton,driving,121.92
3077,2020-01-23,Edmonton,driving,117.68
3078,2020-01-24,Edmonton,driving,129.97
3079,2020-01-25,Edmonton,driving,125.58
3080,2020-01-26,Edmonton,driving,88.11
3081,2020-01-27,Edmonton,driving,102.72
3082,2020-01-28,Edmonton,driving,109.13
3083,2020-01-29,Edmonton,driving,114.16
3084,2020-01-30,Edmonton,driving,115.33
3085,2020-01-31,Edmonton,driving,132.69
3086,2020-02-01,Edmonton,driving,119.02
3087,2020-02-02,Edmonton,driving,88.71
3088,2020-02-03,Edmonton,driving,100.05
3089,2020-02-04,Edmonton,driving,106.16
3090,2020-02-05,Edmonton,driving,106.93
3091,2020-02-06,Edmonton,driving,114.13
3092,2020-02-07,Edmonton,driving,131.26
3093,2020-02-08,Edmonton,driving,127.22
3094,2020-02-09,Edmonton,driving,87.91
3095,2020-02-10,Edmonton,driving,102.48
3096,2020-02-11,Edmonton,driving,129.55
3097,2020-02-12,Edmonton,driving,118.77
3098,2020-02-13,Edmonton,driving,121.38
3099,2020-02-14,Edmonton,driving,141.73
3100,2020-02-15,Edmonton,driving,127.8
3101,2020-02-16,Edmonton,driving,99.46
3102,2020-02-17,Edmonton,driving,83.2
3103,2020-02-18,Edmonton,driving,112.69
3104,2020-02-19,Edmonton,driving,116.11
3105,2020-02-20,Edmonton,driving,117.8
3106,2020-02-21,Edmonton,driving,130.48
3107,2020-02-22,Edmonton,driving,128.72
3108,2020-02-23,Edmonton,driving,91.36
3109,2020-02-24,Edmonton,driving,101.5
3110,2020-02-25,Edmonton,driving,107.17
3111,2020-02-26,Edmonton,driving,108.94
3112,2020-02-27,Edmonton,driving,116.57
3113,2020-02-28,Edmonton,driving,138.37
3114,2020-02-29,Edmonton,driving,133.63
3115,2020-03-01,Edmonton,driving,96.32
3116,2020-03-02,Edmonton,driving,104.57
3117,2020-03-03,Edmonton,driving,108.45
3118,2020-03-04,Edmonton,driving,109.35
3119,2020-03-05,Edmonton,driving,111.38
3120,2020-03-06,Edmonton,driving,132.41
3121,2020-03-07,Edmonton,driving,125.01
3122,2020-03-08,Edmonton,driving,86.51
3123,2020-03-09,Edmonton,driving,101.84
3124,2020-03-10,Edmonton,driving,106.45
3125,2020-03-11,Edmonton,driving,105.73
3126,2020-03-12,Edmonton,driving,102.34
